AcademicJobsOnline.org	AcademicJobsOnline.org	[10.1257%2Fjep.24.4.187]
EconJobMarket.org	EconJobMarket.org	[10.1257%2Fjep.24.4.187]
LiberalArtsFacultyJobs.com	LiberalArtsFacultyJobs.com	[10.1257%2Fjep.24.4.187]
MathJobs.Org	MathJobs.Org	[10.1257%2Fjep.24.4.187]
Mint.com	Mint.com	[10.1111%2Fecin.12485]
airbnb.com	airbnb.com	[10.1007%2Fs00191-017-0548-y]
blablacar.com	blablacar.com	[10.1007%2Fs00191-017-0548-y]
bpp.mit.edu	bpp.mit.edu	[10.1257%2Faer.20160542]
cbil.upenn.edu/STAC/	cbil.upenn.edu/STAC/	[PMC2241875]
clinicalsoftware.net	clinicalsoftware.net	[PMC3246293]
david.abcc.ncifcrf.gov	david.abcc.ncifcrf.gov	[PMC2241875]
eBay.com	eBay.com	[10.1007%2Fs00191-017-0548-y]
http://129.194.185.165/dgpi/	http://129.194.185.165/dgpi/	[PMC5054108]
http://147.8.74.24/Zfisher/	http://147.8.74.24/Zfisher/	[PMC3686433]
http://afni.nimh.nih.gov/pub/dist/doc/program_help/AlphaSim.html	http://afni.nimh.nih.gov/pub/dist/doc/program_help/AlphaSim.html	[PMC4375646]
http://arohatgi.info/WebPlotDigitizer/app/	http://arohatgi.info/WebPlotDigitizer/app/	[PMC5299485]
http://bigbird.comp.nus.edu.sg/pfa2/	http://bigbird.comp.nus.edu.sg/pfa2/	[PMC2447781]
http://bioag.byu.edu/zoology/crandall_lab	http://bioag.byu.edu/zoology/crandall_lab	[a2001-40-MOL_ECOL]
http://bioinf.comav.upv.es/sff_extract/index.html	http://bioinf.comav.upv.es/sff_extract/index.html	[PMC4103605]
http://bioinf.cs.ucl.ac.uk/psipred/	http://bioinf.cs.ucl.ac.uk/psipred/	[PMC3130168]
http://bioinf.uni-greifswald.de/webaugustus/prediction/create	http://bioinf.uni-greifswald.de/webaugustus/prediction/create	[PMC3762194]
http://bioinf.wehi.edu.au/software/elda	http://bioinf.wehi.edu.au/software/elda	[PMC4667234]
http://bioinf.wehi.edu.au/software/elda/	http://bioinf.wehi.edu.au/software/elda/	[PMC5220128]
http://bioinfo.capitalbio.com/mas3/	http://bioinfo.capitalbio.com/mas3/	[PMC5334298]
http://bioinfo.lifl.fr/magnolia	http://bioinfo.lifl.fr/magnolia	[PMC2447753]
http://bioinfo.ut.ee/primer3	http://bioinfo.ut.ee/primer3	[PMC5478307]
http://bioinfo3.noble.org/pssRNAMiner/	http://bioinfo3.noble.org/pssRNAMiner/	[PMC2447807]
http://biomoby.open-bio.org/CVS_CONTENT/moby-live/Java/docs/Moses-generators.html	http://biomoby.open-bio.org/CVS_CONTENT/moby-live/Java/docs/Moses-generators.html	[PMC2773253]
http://biotools.umassmed.edu/bioapps/primer3_www.cgi	http://biotools.umassmed.edu/bioapps/primer3_www.cgi	[PMC2836542]
http://bioweb2.pasteur.fr/projects/mobyle/	http://bioweb2.pasteur.fr/projects/mobyle/	[PMC2773253]
http://bioweb2.pasteur.fr/projects/mobyle/downloads.html	http://bioweb2.pasteur.fr/projects/mobyle/downloads.html	[PMC2773253]
http://blast.ncbi.nlm.nih.gov	http://blast.ncbi.nlm.nih.gov	[PMC3018578]
http://blast.ncbi.nlm.nih.gov/Blast.cgi	http://blast.ncbi.nlm.nih.gov/Blast.cgi	[PMC4123385]
http://boxplot.tyerslab.com	http://boxplot.tyerslab.com	[PMC5419106]
http://boxplot.tyerslab.com/	http://boxplot.tyerslab.com/	[PMC5419106]
http://brainsuite.usc.edu	http://brainsuite.usc.edu	[PMC3932086]
http://cbl-gorilla.cs.technion.ac.il	http://cbl-gorilla.cs.technion.ac.il	[PMC2886355]
http://cobamide2.bio.pitt.edu	http://cobamide2.bio.pitt.edu	[PMC3384331]
http://community.openclinica.org	http://community.openclinica.org	[PMC3246293]
http://compbio.cs.sfu.ca/taverna	http://compbio.cs.sfu.ca/taverna	[PMC1933159]
http://compbio.med.harvard.edu/Supplements/ChIP-seq/	http://compbio.med.harvard.edu/Supplements/ChIP-seq/	[PMC4797302]
http://cran.r-proct.org/web/packages/gemtc/index.html	http://cran.r-proct.org/web/packages/gemtc/index.html	[PMC4259556]
http://cwt.cb.k.u-tokyo.ac.jp/	http://cwt.cb.k.u-tokyo.ac.jp/	[PMC2950835]
http://cytoscape.org	http://cytoscape.org	[PMC2686461]
http://david.abcc.ncifcrf.gov	http://david.abcc.ncifcrf.gov	[PMC5435914]
http://david.abcc.ncifcrf.gov/	http://david.abcc.ncifcrf.gov/	[PMC4069613]
http://dx.doi.org/10.1083/jcb.201211155.dv	http://dx.doi.org/10.1083/jcb.201211155.dv	[PMC3628511]
http://evolution.gs.washington.edu/phylip.html	http://evolution.gs.washington.edu/phylip.html	[PMC3627563]
http://evryrna.ibisc.univ-evry.fr/miRNAFold/	http://evryrna.ibisc.univ-evry.fr/miRNAFold/	[PMC5424272]
http://faculty.arts.ubc.ca/nfortin/datahead.html	http://faculty.arts.ubc.ca/nfortin/datahead.html	[10.1111%2Flabr.12083]
http://feb2014.archive.ensembl.org/info/data/ftp/	http://feb2014.archive.ensembl.org/info/data/ftp/	[PMC5210542]
http://fokker.wi.mit.edu/primer3/input.htm	http://fokker.wi.mit.edu/primer3/input.htm	[PMC2677890]
http://ftp//ftp.ebi.ac.uk/pub/software/clustalw2/	http://ftp//ftp.ebi.ac.uk/pub/software/clustalw2/	[PMC3654430]
http://genome.ucsc.edu	http://genome.ucsc.edu	[PMC5424272]
http://imagej.nih.gov/ij	http://imagej.nih.gov/ij	[PMC5063056]
http://imagej.nih.gov/ij/	http://imagej.nih.gov/ij/	[PMC4027884,PMC4443294]
http://infochim.u-strasbg.fr	http://infochim.u-strasbg.fr	[PMC4408226]
http://iubio.bio.indiana.edu/soft/molbio/java/apps/trees/	http://iubio.bio.indiana.edu/soft/molbio/java/apps/trees/	[PMC3384331]
http://jcvi.org/metarep	http://jcvi.org/metarep	[PMC4478705]
http://jquerymobile.com/	http://jquerymobile.com/	[PMC3589687]
